variant,config_index,m_bits,l_bits,k_bits,ssim,ssim_error
COPY,1,1,1,14,0.429453214,0.570546786
LOA,1,1,1,14,0.486956917,0.513043083
TRUNC,1,1,1,14,0.291476873,0.708523127
COPY B,1,1,1,14,0.432790468,0.567209532
COPY AB,1,1,1,14,0.421723488,0.578276512
COPY BA,1,1,1,14,0.438677287,0.561322713
TRUNC 1,1,1,1,14,0.501797808,0.498202192
LZTA,1,1,1,14,0.767174572,0.232825428
HOERAA,1,1,1,14,0.797574609,0.202425391
MHEAA,1,1,1,14,0.804726132,0.195273868
HERLOA,1,1,1,14,0.805393142,0.194606858
HEAA,1,1,1,14,0.804449670,0.195550330
ETA,1,1,1,14,0.822648865,0.177351135
SETA,1,1,1,14,0.770402300,0.229597700
OLOCA,1,1,1,14,0.769158145,0.230841855
MHERLOA,1,1,1,14,0.805567878,0.194432122
LDCA,1,1,1,14,0.754531513,0.245468487
HOAANED,1,1,1,14,0.801682651,0.198317349
COPY,2,1,2,13,0.406511150,0.593488850
LOA,2,1,2,13,0.436788766,0.563211234
TRUNC,2,1,2,13,0.349878419,0.650121581
COPY B,2,1,2,13,0.416617552,0.583382448
COPY AB,2,1,2,13,0.405413250,0.594586750
COPY BA,2,1,2,13,0.417787196,0.582212804
TRUNC 1,2,1,2,13,0.452756338,0.547243662
LZTA,2,1,2,13,0.712164092,0.287835908
HOERAA,2,1,2,13,0.709608687,0.290391313
MHEAA,2,1,2,13,0.713770157,0.286229843
HERLOA,2,1,2,13,0.712891771,0.287108229
HEAA,2,1,2,13,0.713275396,0.286724604
ETA,2,1,2,13,0.763090701,0.236909299
SETA,2,1,2,13,0.694134137,0.305865863
OLOCA,2,1,2,13,0.694012356,0.305987644
MHERLOA,2,1,2,13,0.712827919,0.287172081
LDCA,2,1,2,13,0.655809089,0.344190911
HOAANED,2,1,2,13,0.710990155,0.289009845
COPY,3,1,3,12,0.407449545,0.592550455
LOA,3,1,3,12,0.419293614,0.580706386
TRUNC,3,1,3,12,0.378805158,0.621194842
COPY B,3,1,3,12,0.407028758,0.592971242
COPY AB,3,1,3,12,0.406389162,0.593610838
COPY BA,3,1,3,12,0.408063428,0.591936572
TRUNC 1,3,1,3,12,0.430261652,0.569738348
LZTA,3,1,3,12,0.674551328,0.325448672
HOERAA,3,1,3,12,0.697944284,0.302055716
MHEAA,3,1,3,12,0.700414528,0.299585472
HERLOA,3,1,3,12,0.699513505,0.300486495
HEAA,3,1,3,12,0.699755626,0.300244374
ETA,3,1,3,12,0.751554062,0.248445938
SETA,3,1,3,12,0.690849626,0.309150374
OLOCA,3,1,3,12,0.691200841,0.308799159
MHERLOA,3,1,3,12,0.699491190,0.300508810
LDCA,3,1,3,12,0.660233843,0.339766157
HOAANED,3,1,3,12,0.699193671,0.300806329
COPY,4,1,4,11,0.402209004,0.597790996
LOA,4,1,4,11,0.408949275,0.591050725
TRUNC,4,1,4,11,0.388728310,0.611271690
COPY B,4,1,4,11,0.402606530,0.597393470
COPY AB,4,1,4,11,0.401926176,0.598073824
COPY BA,4,1,4,11,0.402885267,0.597114733
TRUNC 1,4,1,4,11,0.414463323,0.585536677
LZTA,4,1,4,11,0.686134722,0.313865278
HOERAA,4,1,4,11,0.668662344,0.331337656
MHEAA,4,1,4,11,0.669901904,0.330098096
HERLOA,4,1,4,11,0.669302623,0.330697377
HEAA,4,1,4,11,0.669631991,0.330368009
ETA,4,1,4,11,0.746507712,0.253492288
SETA,4,1,4,11,0.664118212,0.335881788
OLOCA,4,1,4,11,0.664415227,0.335584773
MHERLOA,4,1,4,11,0.669284763,0.330715237
LDCA,4,1,4,11,0.643032353,0.356967647
HOAANED,4,1,4,11,0.669027910,0.330972090
COPY,5,1,5,10,0.403254330,0.596745670
LOA,5,1,5,10,0.406550474,0.593449526
TRUNC,5,1,5,10,0.397277701,0.602722299
COPY B,5,1,5,10,0.403449439,0.596550561
COPY AB,5,1,5,10,0.402957510,0.597042490
COPY BA,5,1,5,10,0.403739103,0.596260897
TRUNC 1,5,1,5,10,0.410167923,0.589832077
LZTA,5,1,5,10,0.649603515,0.350396485
HOERAA,5,1,5,10,0.657503587,0.342496413
MHEAA,5,1,5,10,0.658012474,0.341987526
HERLOA,5,1,5,10,0.657803190,0.342196810
HEAA,5,1,5,10,0.657864941,0.342135059
ETA,5,1,5,10,0.745623005,0.254376995
SETA,5,1,5,10,0.655118661,0.344881339
OLOCA,5,1,5,10,0.655218902,0.344781098
MHERLOA,5,1,5,10,0.657829490,0.342170510
LDCA,5,1,5,10,0.627465395,0.372534605
HOAANED,5,1,5,10,0.657750043,0.342249957
COPY,6,1,6,9,0.403094685,0.596905315
LOA,6,1,6,9,0.404992466,0.595007534
TRUNC,6,1,6,9,0.400384366,0.599615634
COPY B,6,1,6,9,0.403729178,0.596270822
COPY AB,6,1,6,9,0.403245025,0.596754975
COPY BA,6,1,6,9,0.403578529,0.596421471
TRUNC 1,6,1,6,9,0.406822475,0.593177525
LZTA,6,1,6,9,0.648625550,0.351374450
HOERAA,6,1,6,9,0.663330039,0.336669961
MHEAA,6,1,6,9,0.663719942,0.336280058
HERLOA,6,1,6,9,0.663562546,0.336437454
HEAA,6,1,6,9,0.663654909,0.336345091
ETA,6,1,6,9,0.745015821,0.254984179
SETA,6,1,6,9,0.662320780,0.337679220
OLOCA,6,1,6,9,0.662368741,0.337631259
MHERLOA,6,1,6,9,0.663569298,0.336430702
LDCA,6,1,6,9,0.603697186,0.396302814
HOAANED,6,1,6,9,0.663410743,0.336589257
COPY,7,1,7,8,0.407705541,0.592294459
LOA,7,1,7,8,0.408592618,0.591407382
TRUNC,7,1,7,8,0.406200538,0.593799462
COPY B,7,1,7,8,0.407848822,0.592151178
COPY AB,7,1,7,8,0.407838456,0.592161544
COPY BA,7,1,7,8,0.407715945,0.592284055
TRUNC 1,7,1,7,8,0.409423627,0.590576373
LZTA,7,1,7,8,0.649474668,0.350525332
HOERAA,7,1,7,8,0.651099362,0.348900638
MHEAA,7,1,7,8,0.651273834,0.348726166
HERLOA,7,1,7,8,0.651212183,0.348787817
HEAA,7,1,7,8,0.651250408,0.348749592
ETA,7,1,7,8,0.744877237,0.255122763
SETA,7,1,7,8,0.650548090,0.349451910
OLOCA,7,1,7,8,0.650572743,0.349427257
MHERLOA,7,1,7,8,0.651220293,0.348779707
LDCA,7,1,7,8,0.619500925,0.380499075
HOAANED,7,1,7,8,0.651171064,0.348828936
COPY,8,1,8,7,0.406909599,0.593090401
LOA,8,1,8,7,0.407340655,0.592659345
TRUNC,8,1,8,7,0.406142215,0.593857785
COPY B,8,1,8,7,0.406926542,0.593073458
COPY AB,8,1,8,7,0.406915905,0.593084095
COPY BA,8,1,8,7,0.406920283,0.593079717
TRUNC 1,8,1,8,7,0.407746260,0.592253740
LZTA,8,1,8,7,0.668971895,0.331028105
HOERAA,8,1,8,7,0.650649643,0.349350357
MHEAA,8,1,8,7,0.650740288,0.349259712
HERLOA,8,1,8,7,0.650704696,0.349295304
HEAA,8,1,8,7,0.650725010,0.349274990
ETA,8,1,8,7,0.744507358,0.255492642
SETA,8,1,8,7,0.650389144,0.349610856
OLOCA,8,1,8,7,0.650403731,0.349596269
MHERLOA,8,1,8,7,0.650708775,0.349291225
LDCA,8,1,8,7,0.625313709,0.374686291
HOAANED,8,1,8,7,0.650683266,0.349316734
COPY,9,1,9,6,0.406867339,0.593132661
LOA,9,1,9,6,0.407076005,0.592923995
TRUNC,9,1,9,6,0.406499281,0.593500719
COPY B,9,1,9,6,0.406869298,0.593130702
COPY AB,9,1,9,6,0.406872891,0.593127109
COPY BA,9,1,9,6,0.406863742,0.593136258
TRUNC 1,9,1,9,6,0.407295573,0.592704427
LZTA,9,1,9,6,0.654856122,0.345143878
HOERAA,9,1,9,6,0.637826970,0.362173030
MHEAA,9,1,9,6,0.637863502,0.362136498
HERLOA,9,1,9,6,0.637848490,0.362151510
HEAA,9,1,9,6,0.637845994,0.362154006
ETA,9,1,9,6,0.744455828,0.255544172
SETA,9,1,9,6,0.637663433,0.362336567
OLOCA,9,1,9,6,0.637675002,0.362324998
MHERLOA,9,1,9,6,0.637850254,0.362149746
LDCA,9,1,9,6,0.617868513,0.382131487
HOAANED,9,1,9,6,0.637859317,0.362140683
COPY,10,1,10,5,0.401564829,0.598435171
LOA,10,1,10,5,0.401671316,0.598328684
TRUNC,10,1,10,5,0.401385529,0.598614471
COPY B,10,1,10,5,0.401574941,0.598425059
COPY AB,10,1,10,5,0.401577980,0.598422020
COPY BA,10,1,10,5,0.401561795,0.598438205
TRUNC 1,10,1,10,5,0.401774613,0.598225387
LZTA,10,1,10,5,0.672964893,0.327035107
HOERAA,10,1,10,5,0.657673872,0.342326128
MHEAA,10,1,10,5,0.657700154,0.342299846
HERLOA,10,1,10,5,0.657686523,0.342313477
HEAA,10,1,10,5,0.657695135,0.342304865
ETA,10,1,10,5,0.744421835,0.255578165
SETA,10,1,10,5,0.657609068,0.342390932
OLOCA,10,1,10,5,0.657614751,0.342385249
MHERLOA,10,1,10,5,0.657687044,0.342312956
LDCA,10,1,10,5,0.639730561,0.360269439
HOAANED,10,1,10,5,0.657680437,0.342319563
COPY,11,1,11,4,0.403973999,0.596026001
LOA,11,1,11,4,0.404029031,0.595970969
TRUNC,11,1,11,4,0.403899270,0.596100730
COPY B,11,1,11,4,0.403990957,0.596009043
COPY AB,11,1,11,4,0.403987123,0.596012877
COPY BA,11,1,11,4,0.403977835,0.596022165
TRUNC 1,11,1,11,4,0.404088299,0.595911701
LZTA,11,1,11,4,0.637717417,0.362282583
HOERAA,11,1,11,4,0.624259945,0.375740055
MHEAA,11,1,11,4,0.624275036,0.375724964
HERLOA,11,1,11,4,0.624269572,0.375730428
HEAA,11,1,11,4,0.624272690,0.375727310
ETA,11,1,11,4,0.744421196,0.255578804
SETA,11,1,11,4,0.624226113,0.375773887
OLOCA,11,1,11,4,0.624228162,0.375771838
MHERLOA,11,1,11,4,0.624256522,0.375743478
LDCA,11,1,11,4,0.600313963,0.399686037
HOAANED,11,1,11,4,0.624266346,0.375733654
COPY,12,1,12,3,0.406591885,0.593408115
LOA,12,1,12,3,0.406614997,0.593385003
TRUNC,12,1,12,3,0.406552933,0.593447067
COPY B,12,1,12,3,0.406596785,0.593403215
COPY AB,12,1,12,3,0.406592844,0.593407156
COPY BA,12,1,12,3,0.406595826,0.593404174
TRUNC 1,12,1,12,3,0.406641243,0.593358757
LZTA,12,1,12,3,0.636945684,0.363054316
HOERAA,12,1,12,3,0.649661966,0.350338034
MHEAA,12,1,12,3,0.649668449,0.350331551
HERLOA,12,1,12,3,0.649645401,0.350354599
HEAA,12,1,12,3,0.649667381,0.350332619
ETA,12,1,12,3,0.744416925,0.255583075
SETA,12,1,12,3,0.649645401,0.350354599
OLOCA,12,1,12,3,0.649646469,0.350353531
MHERLOA,12,1,12,3,0.649659994,0.350340006
LDCA,12,1,12,3,0.602101649,0.397898351
HOAANED,12,1,12,3,0.649664980,0.350335020
COPY,13,1,13,2,0.404307445,0.595692555
LOA,13,1,13,2,0.404317216,0.595682784
TRUNC,13,1,13,2,0.404289805,0.595710195
COPY B,13,1,13,2,0.404309245,0.595690755
COPY AB,13,1,13,2,0.404308372,0.595691628
COPY BA,13,1,13,2,0.404308318,0.595691682
TRUNC 1,13,1,13,2,0.404327666,0.595672334
LZTA,13,1,13,2,0.653043319,0.346956681
HOERAA,13,1,13,2,0.638252981,0.361747019
MHEAA,13,1,13,2,0.638252981,0.361747019
HERLOA,13,1,13,2,0.638252378,0.361747622
HEAA,13,1,13,2,0.638264067,0.361735933
ETA,13,1,13,2,0.744412462,0.255587538
SETA,13,1,13,2,0.638252378,0.361747622
OLOCA,13,1,13,2,0.638252981,0.361747019
MHERLOA,13,1,13,2,0.638258026,0.361741974
LDCA,13,1,13,2,0.622887563,0.377112437
HOAANED,13,1,13,2,0.638252981,0.361747019
COPY,14,1,14,1,0.406991011,0.593008989
LOA,14,1,14,1,0.406994204,0.593005796
TRUNC,14,1,14,1,0.406985121,0.593014879
COPY B,14,1,14,1,0.406991863,0.593008137
COPY AB,14,1,14,1,0.406991011,0.593008989
COPY BA,14,1,14,1,0.406991863,0.593008137
TRUNC 1,14,1,14,1,0.406997766,0.593002234
LZTA,14,1,14,1,0.644378837,0.355621163
HOERAA,14,1,14,1,0.663838102,0.336161898
MHEAA,14,1,14,1,0.663838102,0.336161898
HERLOA,14,1,14,1,0.663835220,0.336164780
HEAA,14,1,14,1,0.663835220,0.336164780
ETA,14,1,14,1,0.744411661,0.255588339
SETA,14,1,14,1,0.663835220,0.336164780
OLOCA,14,1,14,1,0.663838102,0.336161898
MHERLOA,14,1,14,1,0.663838102,0.336161898
LDCA,14,1,14,1,0.615196562,0.384803438
HOAANED,14,1,14,1,0.663838102,0.336161898
COPY,15,2,1,13,0.553425595,0.446574405
LOA,15,2,1,13,0.584687780,0.415312220
TRUNC,15,2,1,13,0.489726044,0.510273956
COPY B,15,2,1,13,0.560898474,0.439101526
COPY AB,15,2,1,13,0.552131668,0.447868332
COPY BA,15,2,1,13,0.562311713,0.437688287
TRUNC 1,15,2,1,13,0.601919325,0.398080675
LZTA,15,2,1,13,0.933124598,0.066875402
HOERAA,15,2,1,13,0.936356481,0.063643519
MHEAA,15,2,1,13,0.939256374,0.060743626
HERLOA,15,2,1,13,0.938875167,0.061124833
HEAA,15,2,1,13,0.939185140,0.060814860
ETA,15,2,1,13,0.947916205,0.052083795
SETA,15,2,1,13,0.926198677,0.073801323
OLOCA,15,2,1,13,0.925976204,0.074023796
MHERLOA,15,2,1,13,0.938811794,0.061188206
LDCA,15,2,1,13,0.918247156,0.081752844
HOAANED,15,2,1,13,0.937061991,0.062938009
COPY,16,2,2,12,0.551268043,0.448731957
LOA,16,2,2,12,0.564311873,0.435688127
TRUNC,16,2,2,12,0.519942452,0.480057548
COPY B,16,2,2,12,0.550691953,0.449308047
COPY AB,16,2,2,12,0.549997897,0.450002103
COPY BA,16,2,2,12,0.551943758,0.448056242
TRUNC 1,16,2,2,12,0.575848166,0.424151834
LZTA,16,2,2,12,0.911864984,0.088135016
HOERAA,16,2,2,12,0.916803493,0.083196507
MHEAA,16,2,2,12,0.918973700,0.081026300
HERLOA,16,2,2,12,0.918521436,0.081478564
HEAA,16,2,2,12,0.918669707,0.081330293
ETA,16,2,2,12,0.934175346,0.065824654
SETA,16,2,2,12,0.911778960,0.088221040
OLOCA,16,2,2,12,0.911934440,0.088065560
MHERLOA,16,2,2,12,0.918500892,0.081499108
LDCA,16,2,2,12,0.904304695,0.095695305
HOAANED,16,2,2,12,0.917890132,0.082109868
COPY,17,2,3,11,0.546184348,0.453815652
LOA,17,2,3,11,0.553495192,0.446504808
TRUNC,17,2,3,11,0.531334055,0.468665945
COPY B,17,2,3,11,0.546542405,0.453457595
COPY AB,17,2,3,11,0.545798961,0.454201039
COPY BA,17,2,3,11,0.546926390,0.453073610
TRUNC 1,17,2,3,11,0.559300873,0.440699127
LZTA,17,2,3,11,0.910933457,0.089066543
HOERAA,17,2,3,11,0.907955399,0.092044601
MHEAA,17,2,3,11,0.908861350,0.091138650
HERLOA,17,2,3,11,0.908607857,0.091392143
HEAA,17,2,3,11,0.908785344,0.091214656
ETA,17,2,3,11,0.930894653,0.069105347
SETA,17,2,3,11,0.904737963,0.095262037
OLOCA,17,2,3,11,0.904781847,0.095218153
MHERLOA,17,2,3,11,0.908599687,0.091400313
LDCA,17,2,3,11,0.897320886,0.102679114
HOAANED,17,2,3,11,0.908286028,0.091713972
COPY,18,2,4,10,0.546813404,0.453186596
LOA,18,2,4,10,0.550326261,0.449673739
TRUNC,18,2,4,10,0.540141897,0.459858103
COPY B,18,2,4,10,0.546906767,0.453093233
COPY AB,18,2,4,10,0.546390177,0.453609823
COPY BA,18,2,4,10,0.547322463,0.452677537
TRUNC 1,18,2,4,10,0.554146202,0.445853798
LZTA,18,2,4,10,0.902877747,0.097122253
HOERAA,18,2,4,10,0.905332455,0.094667545
MHEAA,18,2,4,10,0.905732350,0.094267650
HERLOA,18,2,4,10,0.905586475,0.094413525
HEAA,18,2,4,10,0.905590135,0.094409865
ETA,18,2,4,10,0.930408171,0.069591829
SETA,18,2,4,10,0.903632794,0.096367206
OLOCA,18,2,4,10,0.903722415,0.096277585
MHERLOA,18,2,4,10,0.905603673,0.094396327
LDCA,18,2,4,10,0.896209124,0.103790876
HOAANED,18,2,4,10,0.905583284,0.094416716
COPY,19,2,5,9,0.546475239,0.453524761
LOA,19,2,5,9,0.548531128,0.451468872
TRUNC,19,2,5,9,0.543516774,0.456483226
COPY B,19,2,5,9,0.547141645,0.452858355
COPY AB,19,2,5,9,0.546635573,0.453364427
COPY BA,19,2,5,9,0.546980518,0.453019482
TRUNC 1,19,2,5,9,0.550511935,0.449488065
LZTA,19,2,5,9,0.899379667,0.100620333
HOERAA,19,2,5,9,0.902934716,0.097065284
MHEAA,19,2,5,9,0.903252892,0.096747108
HERLOA,19,2,5,9,0.903095909,0.096904091
HEAA,19,2,5,9,0.903189412,0.096810588
ETA,19,2,5,9,0.929948756,0.070051244
SETA,19,2,5,9,0.902184560,0.097815440
OLOCA,19,2,5,9,0.902236359,0.097763641
MHERLOA,19,2,5,9,0.903098587,0.096901413
LDCA,19,2,5,9,0.884369705,0.115630295
HOAANED,19,2,5,9,0.902977139,0.097022861
COPY,20,2,6,8,0.550937199,0.449062801
LOA,20,2,6,8,0.551867072,0.448132928
TRUNC,20,2,6,8,0.549317260,0.450682740
COPY B,20,2,6,8,0.551078096,0.448921904
COPY AB,20,2,6,8,0.551081129,0.448918871
COPY BA,20,2,6,8,0.550934196,0.449065804
